,TeamID,SEASON,LeagueID,PLAYER,NICKNAME,PLAYER_SLUG,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID,HOW_ACQUIRED,full_team,team
8,1610612759,2021,00,DJ Stewart,DJ,dj-stewart,18,G,6-5,205,"JUL 28, 1999",22.0,R,Mississippi State,1630597,,San Antonio Spurs,Spurs
9,1610612759,2021,00,Zach Collins,Zach,zach-collins,23,F-C,6-11,250,"NOV 19, 1997",24.0,3,Gonzaga,1628380,Signed on 08/11/21,San Antonio Spurs,Spurs
10,1610612759,2021,00,Devin Vassell,Devin,devin-vassell,24,G-F,6-5,200,"AUG 23, 2000",21.0,1,Florida State,1630170,#11 Pick in 2020 Draft,San Antonio Spurs,Spurs
11,1610612759,2021,00,Jakob Poeltl,Jakob,jakob-poeltl,25,C,7-1,245,"OCT 15, 1995",26.0,5,Utah,1627751,,San Antonio Spurs,Spurs
12,1610612759,2021,00,Robert Woodard II,Robert,robert-woodard-ii,28,F,6-6,235,"SEP 22, 1999",22.0,1,Mississippi State,1630218,,San Antonio Spurs,Spurs
13,1610612759,2021,00,Keita Bates-Diop,Keita,keita-bates-diop,31,F,6-8,229,"JAN 23, 1996",26.0,3,Ohio State,1628966,,San Antonio Spurs,Spurs
14,1610612759,2021,00,Tre Jones,Tre,tre-jones,33,G,6-1,185,"JAN 08, 2000",22.0,1,Duke,1630200,#41 Pick in 2020 Draft,San Antonio Spurs,Spurs
15,1610612759,2021,00,Jock Landale,Jock,jock-landale,34,C,6-11,255,"OCT 25, 1995",26.0,R,St. Mary's,1629111,,San Antonio Spurs,Spurs
16,1610612759,2021,00,Romeo Langford,Romeo,romeo-langford,35,G-F,6-5,216,"OCT 25, 1999",22.0,2,Indiana,1629641,,San Antonio Spurs,Spurs
0,1610612760,2021,00,Shai Gilgeous-Alexander,Shai,shai-gilgeous-alexander,2,G,6-6,180,"JUL 12, 1998",23.0,3,Kentucky,1628983,Traded from LAC on 07/10/19,Oklahoma City Thunder,Thunder
1,1610612760,2021,00,Josh Giddey,Josh,josh-giddey,3,G,6-8,205,"OCT 10, 2002",19.0,R,NBA Global Academy,1630581,#6 Pick in 2021 Draft,Oklahoma City Thunder,Thunder
2,1610612760,2021,00,Luguentz Dort,Luguentz,luguentz-dort,5,G,6-3,215,"APR 19, 1999",23.0,2,Arizona State,1629652,Signed on 07/06/19,Oklahoma City Thunder,Thunder
3,1610612760,2021,00,Melvin Frazier Jr.,Melvin,melvin-frazier-jr,6,G-F,6-5,215,"AUG 30, 1996",25.0,2,Tulane,1628982,,Oklahoma City Thunder,Thunder
4,1610612760,2021,00,Darius Bazley,Darius,darius-bazley,7,F,6-8,208,"JUN 12, 2000",22.0,2,Princeton HS (OH),1629647,,Oklahoma City Thunder,Thunder
5,1610612760,2021,00,Theo Maledon,Theo,theo-maledon,11,G,6-4,175,"JUN 12, 2001",21.0,1,Asvel,1630177,,Oklahoma City Thunder,Thunder
6,1610612760,2021,00,Lindy Waters III,Lindy,lindy-waters-iii,12,F,6-6,215,"JUL 28, 1997",24.0,R,Oklahoma State,1630322,,Oklahoma City Thunder,Thunder
7,1610612760,2021,00,Derrick Favors,Derrick,derrick-favors,15,F,6-9,265,"JUL 15, 1991",30.0,11,Georgia Tech,202324,,Oklahoma City Thunder,Thunder
8,1610612760,2021,00,Ty Jerome,Ty,ty-jerome,16,G-F,6-5,195,"JUL 08, 1997",24.0,2,Virginia,1629660,,Oklahoma City Thunder,Thunder
9,1610612760,2021,00,Aleksej Pokusevski,Aleksej,aleksej-pokusevski,17,F,7-0,190,"DEC 26, 2001",20.0,1,Olympiacos,1630197,Draft Rights Traded from MIN on 11/20/20,Oklahoma City Thunder,Thunder
10,1610612760,2021,00,Aaron Wiggins,Aaron,aaron-wiggins,21,G,6-4,190,"JAN 02, 1999",23.0,R,Maryland,1630598,#55 Pick in 2021 Draft,Oklahoma City Thunder,Thunder
11,1610612760,2021,00,Isaiah Roby,Isaiah,isaiah-roby,22,F,6-8,230,"FEB 03, 1998",24.0,2,Nebraska,1629676,,Oklahoma City Thunder,Thunder
12,1610612760,2021,00,Tre Mann,Tre,tre-mann,23,G,6-3,178,"FEB 03, 2001",21.0,R,Florida,1630544,#18 Pick in 2021 Draft,Oklahoma City Thunder,Thunder
13,1610612760,2021,00,Vit Krejci,Vit,vit-krejci,27,G,6-8,195,"JUN 19, 2000",22.0,R,Zaragoza,1630249,,Oklahoma City Thunder,Thunder
14,1610612760,2021,00,Mike Muscala,Mike,mike-muscala,33,F-C,6-10,240,"JUL 01, 1991",30.0,8,Bucknell,203488,,Oklahoma City Thunder,Thunder
15,1610612760,2021,00,Kenrich Williams,Kenrich,kenrich-williams,34,G-F,6-6,210,"DEC 02, 1994",27.0,3,TCU,1629026,Traded from NOP on 11/23/20,Oklahoma City Thunder,Thunder
16,1610612760,2021,00,Jeremiah Robinson-Earl,Jeremiah,jeremiah-robinson-earl,50,F,6-8,242,"NOV 03, 2000",21.0,R,Villanova,1630526,Draft Rights Traded from NYK on 07/30/21,Oklahoma City Thunder,Thunder
0,1610612761,2021,00,Armoni Brooks,Armoni,armoni-brooks,1,G,6-3,195,"JUN 05, 1998",24.0,1,Houston,1629717,,Toronto Raptors,Raptors
1,1610612761,2021,00,O.G. Anunoby,O.G.,og-anunoby,3,F,6-7,232,"JUL 17, 1997",24.0,4,Indiana,1628384,#23 Pick in 2017 Draft,Toronto Raptors,Raptors
2,1610612761,2021,00,Scottie Barnes,Scottie,scottie-barnes,4,F,6-7,225,"AUG 01, 2001",20.0,R,Florida State,1630567,#4 Pick in 2021 Draft,Toronto Raptors,Raptors
3,1610612761,2021,00,Precious Achiuwa,Precious,precious-achiuwa,5,F,6-8,225,"SEP 19, 1999",22.0,1,Memphis,1630173,Traded from MIA on 08/06/21,Toronto Raptors,Raptors
4,1610612761,2021,00,Justin Champagnie,Justin,justin-champagnie,11,G-F,6-6,206,"JUN 29, 2001",21.0,R,Pittsburgh,1630551,,Toronto Raptors,Raptors
5,1610612761,2021,00,David Johnson,David,david-johnson,13,G,6-4,203,"FEB 26, 2001",21.0,R,Louisville,1630525,,Toronto Raptors,Raptors
6,1610612761,2021,00,Svi Mykhailiuk,Svi,svi-mykhailiuk,14,G-F,6-7,205,"JUN 10, 1997",25.0,3,Kansas,1629004,,Toronto Raptors,Raptors
7,1610612761,2021,00,Isaac Bonga,Isaac,isaac-bonga,17,G,6-8,180,"NOV 08, 1999",22.0,3,Skyliners Frankfurt,1629067,,Toronto Raptors,Raptors
8,1610612761,2021,00,Yuta Watanabe,Yuta,yuta-watanabe,18,G-F,6-9,215,"OCT 13, 1994",27.0,3,George Washington,1629139,,Toronto Raptors,Raptors
9,1610612761,2021,00,Thaddeus Young,Thaddeus,thaddeus-young,21,F,6-8,235,"JUN 21, 1988",34.0,14,Georgia Tech,201152,Traded from SAS on 02/10/22,Toronto Raptors,Raptors
10,1610612761,2021,00,Malachi Flynn,Malachi,malachi-flynn,22,G,6-1,175,"MAY 09, 1998",24.0,1,San Diego State,1630201,#29 Pick in 2020 Draft,Toronto Raptors,Raptors
11,1610612761,2021,00,Fred VanVleet,Fred,fred-vanvleet,23,G,6-1,197,"FEB 25, 1994",28.0,5,Wichita State,1627832,,Toronto Raptors,Raptors
12,1610612761,2021,00,Khem Birch,Khem,khem-birch,24,C,6-9,233,"SEP 28, 1992",29.0,4,UNLV,203920,,Toronto Raptors,Raptors
13,1610612761,2021,00,Chris Boucher,Chris,chris-boucher,25,F-C,6-9,200,"JAN 11, 1993",29.0,4,Oregon,1628449,Signed on 07/20/18,Toronto Raptors,Raptors
14,1610612761,2021,00,Gary Trent Jr.,Gary,gary-trent-jr,33,G-F,6-5,209,"JAN 18, 1999",23.0,3,Duke,1629018,Traded from POR on 03/25/21,Toronto Raptors,Raptors
15,1610612761,2021,00,Pascal Siakam,Pascal,pascal-siakam,43,F,6-8,230,"APR 02, 1994",28.0,5,New Mexico State,1627783,#27 Pick in 2016 Draft,Toronto Raptors,Raptors
16,1610612761,2021,00,Dalano Banton,Dalano,dalano-banton,45,F,6-7,204,"NOV 07, 1999",22.0,R,Nebraska,1630625,,Toronto Raptors,Raptors
0,1610612762,2021,00,Jordan Clarkson,Jordan,jordan-clarkson,00,G,6-4,194,"JUN 07, 1992",30.0,7,Missouri,203903,Traded from CLE on 12/23/19,Utah Jazz,Jazz
1,1610612762,2021,00,Eric Paschall,Eric,eric-paschall,0,F,6-6,255,"NOV 04, 1996",25.0,2,Villanova,1629672,,Utah Jazz,Jazz
2,1610612762,2021,00,Trent Forrest,Trent,trent-forrest,3,G,6-4,210,"JUN 12, 1998",24.0,1,Florida State,1630235,,Utah Jazz,Jazz
3,1610612762,2021,00,Nickeil Alexander-Walker,Nickeil,nickeil-alexander-walker,6,G,6-5,205,"SEP 02, 1998",23.0,2,Virginia Tech,1629638,,Utah Jazz,Jazz
4,1610612762,2021,00,Rudy Gay,Rudy,rudy-gay,8,F-G,6-8,250,"AUG 17, 1986",35.0,15,Connecticut,200752,,Utah Jazz,Jazz
5,1610612762,2021,00,Mike Conley,Mike,mike-conley,11,G,6-1,175,"OCT 11, 1987",34.0,14,Ohio State,201144,,Utah Jazz,Jazz
6,1610612762,2021,00,Jared Butler,Jared,jared-butler,13,G,6-3,193,"AUG 25, 2000",21.0,R,Baylor,1630215,,Utah Jazz,Jazz
7,1610612762,2021,00,Xavier Sneed,Xavier,xavier-sneed,19,F,6-5,215,"DEC 21, 1997",24.0,R,Kansas State,1630270,,Utah Jazz,Jazz
8,1610612762,2021,00,Udoka Azubuike,Udoka,udoka-azubuike,20,C-F,7-0,270,"SEP 17, 1999",22.0,1,Kansas,1628962,,Utah Jazz,Jazz
9,1610612762,2021,00,Hassan Whiteside,Hassan,hassan-whiteside,21,C,7-0,265,"JUN 13, 1989",33.0,9,Marshall,202355,,Utah Jazz,Jazz
10,1610612762,2021,00,Royce O'Neale,Royce,royce-oneale,23,F,6-5,226,"JUN 05, 1993",29.0,4,Baylor,1626220,,Utah Jazz,Jazz
11,1610612762,2021,00,Danuel House Jr.,Danuel,danuel-house-jr,25,F-G,6-6,220,"JUN 07, 1993",29.0,5,Texas A&M,1627863,,Utah Jazz,Jazz
12,1610612762,2021,00,Rudy Gobert,Rudy,rudy-gobert,27,C,7-1,258,"JUN 26, 1992",30.0,8,Cholet,203497,,Utah Jazz,Jazz
13,1610612762,2021,00,Juancho Hernangomez,Juancho,juancho-hernangomez,41,F,6-9,214,"SEP 28, 1995",26.0,5,                                   ,1627823,,Utah Jazz,Jazz
14,1610612762,2021,00,Bojan Bogdanovic,Bojan,bojan-bogdanovic,44,F,6-7,226,"APR 18, 1989",33.0,7,Fenerbahce,202711,,Utah Jazz,Jazz
15,1610612762,2021,00,Donovan Mitchell,Donovan,donovan-mitchell,45,G,6-1,215,"SEP 07, 1996",25.0,4,Louisville,1628378,,Utah Jazz,Jazz
0,1610612763,2021,00,De'Anthony Melton,De'Anthony,deanthony-melton,0,G,6-2,200,"MAY 28, 1998",24.0,3,Southern California,1629001,,Memphis Grizzlies,Grizzlies
1,1610612763,2021,00,Kyle Anderson,Kyle,kyle-anderson,1,F-G,6-9,230,"SEP 20, 1993",28.0,7,UCLA,203937,,Memphis Grizzlies,Grizzlies
2,1610612763,2021,00,Xavier Tillman,Xavier,xavier-tillman,2,F,6-8,245,"JAN 12, 1999",23.0,1,Michigan State,1630214,Draft Rights Traded from SAC on 11/19/20,Memphis Grizzlies,Grizzlies
3,1610612763,2021,00,Tyrell Terry,Tyrell,tyrell-terry,3,G,6-2,160,"SEP 28, 2000",21.0,1,Stanford,1630179,,Memphis Grizzlies,Grizzlies
4,1610612763,2021,00,Steven Adams,Steven,steven-adams,4,C,6-11,265,"JUL 20, 1993",28.0,8,Pittsburgh,203500,Traded from NOP on 08/07/21,Memphis Grizzlies,Grizzlies
5,1610612763,2021,00,Yves Pons,Yves,yves-pons,5,F,6-5,206,"MAY 07, 1999",23.0,R,Tennessee,1630582,,Memphis Grizzlies,Grizzlies
6,1610612763,2021,00,Santi Aldama,Santi,santi-aldama,7,F-C,6-11,215,"JAN 10, 2001",21.0,R,Loyola-Maryland,1630583,Draft Rights Traded from UTA on 08/07/21,Memphis Grizzlies,Grizzlies
7,1610612763,2021,00,Ziaire Williams,Ziaire,ziaire-williams,8,F,6-9,185,"SEP 12, 2001",20.0,R,Stanford,1630533,Draft Rights Traded from NOP on 08/07/21,Memphis Grizzlies,Grizzlies
8,1610612763,2021,00,Ja Morant,Ja,ja-morant,12,G,6-3,174,"AUG 10, 1999",22.0,2,Murray State,1629630,#2 Pick in 2019 Draft,Memphis Grizzlies,Grizzlies
9,1610612763,2021,00,Jaren Jackson Jr.,Jaren,jaren-jackson-jr,13,F-C,6-11,242,"SEP 15, 1999",22.0,3,Michigan State,1628991,#4 Pick in 2018 Draft,Memphis Grizzlies,Grizzlies
10,1610612763,2021,00,Brandon Clarke,Brandon,brandon-clarke,15,F,6-8,215,"SEP 19, 1996",25.0,2,Gonzaga,1629634,Draft Rights Traded from OKC on 07/06/19,Memphis Grizzlies,Grizzlies
11,1610612763,2021,00,Tyus Jones,Tyus,tyus-jones,21,G,6-0,196,"MAY 10, 1996",26.0,6,Duke,1626145,,Memphis Grizzlies,Grizzlies
12,1610612763,2021,00,Desmond Bane,Desmond,desmond-bane,22,G,6-5,215,"JUN 25, 1998",24.0,1,TCU,1630217,Draft Rights Traded from BOS on 11/20/20,Memphis Grizzlies,Grizzlies
13,1610612763,2021,00,Jarrett Culver,Jarrett,jarrett-culver,23,G-F,6-6,195,"FEB 20, 1999",23.0,2,Texas Tech,1629633,,Memphis Grizzlies,Grizzlies
14,1610612763,2021,00,Dillon Brooks,Dillon,dillon-brooks,24,G-F,6-7,225,"JAN 22, 1996",26.0,4,Oregon,1628415,,Memphis Grizzlies,Grizzlies
15,1610612763,2021,00,Killian Tillie,Killian,killian-tillie,35,F-C,6-9,220,"MAR 05, 1998",24.0,1,Gonzaga,1629681,,Memphis Grizzlies,Grizzlies
16,1610612763,2021,00,John Konchar,John,john-konchar,46,G,6-5,210,"MAR 22, 1996",26.0,2,Indiana-Purdue Fort Wayne,1629723,Signed on 07/07/19,Memphis Grizzlies,Grizzlies
0,1610612764,2021,00,Kentavious Caldwell-Pope,Kentavious,kentavious-caldwell-pope,1,G,6-5,204,"FEB 18, 1993",29.0,8,Georgia,203484,,Washington Wizards,Wizards
1,1610612764,2021,00,Bradley Beal,Bradley,bradley-beal,3,G,6-4,207,"JUN 28, 1993",29.0,9,Florida,203078,,Washington Wizards,Wizards
2,1610612764,2021,00,Ish Smith,Ish,ish-smith,4,G,6-0,175,"JUL 05, 1988",33.0,11,Wake Forest,202397,,Washington Wizards,Wizards
3,1610612764,2021,00,Cassius Winston,Cassius,cassius-winston,5,G,6-1,185,"FEB 28, 1998",24.0,1,Michigan State,1630216,,Washington Wizards,Wizards
4,1610612764,2021,00,Kristaps Porzingis,Kristaps,kristaps-porzingis,6,F-C,7-3,240,"AUG 02, 1995",26.0,5,Cajasol Sevilla,204001,,Washington Wizards,Wizards
5,1610612764,2021,00,Rui Hachimura,Rui,rui-hachimura,8,F,6-8,230,"FEB 08, 1998",24.0,2,Gonzaga,1629060,,Washington Wizards,Wizards
6,1610612764,2021,00,Deni Avdija,Deni,deni-avdija,9,F,6-9,210,"JAN 03, 2001",21.0,1,Maccabi Tel Aviv,1630166,#9 Pick in 2020 Draft,Washington Wizards,Wizards
7,1610612764,2021,00,Thomas Bryant,Thomas,thomas-bryant,13,C-F,6-10,248,"JUL 31, 1997",24.0,4,Indiana,1628418,,Washington Wizards,Wizards
8,1610612764,2021,00,Isaiah Todd,Isaiah,isaiah-todd,14,F,6-9,219,"OCT 17, 2001",20.0,R,NBA G League Ignite,1630225,,Washington Wizards,Wizards
9,1610612764,2021,00,Anthony Gill,Anthony,anthony-gill,16,F,6-7,230,"OCT 17, 1992",29.0,1,Virginia,1630264,Signed on 11/30/20,Washington Wizards,Wizards
10,1610612764,2021,00,Raul Neto,Raul,raul-neto,19,G,6-2,180,"MAY 19, 1992",30.0,6,Murcia,203526,,Washington Wizards,Wizards
11,1610612764,2021,00,Jordan Schakel,Jordan,jordan-schakel,20,G,6-6,200,"JUN 13, 1998",24.0,R,San Diego State,1630648,,Washington Wizards,Wizards
12,1610612764,2021,00,Daniel Gafford,Daniel,daniel-gafford,21,F-C,6-9,234,"OCT 01, 1998",23.0,2,Arkansas,1629655,Traded from CHI on 03/25/21,Washington Wizards,Wizards
13,1610612764,2021,00,Vernon Carey Jr.,Vernon,vernon-carey-jr,22,F-C,6-9,270,"FEB 25, 2001",21.0,1,Duke,1630176,,Washington Wizards,Wizards
14,1610612764,2021,00,Corey Kispert,Corey,corey-kispert,24,F,6-6,224,"MAR 03, 1999",23.0,R,Gonzaga,1630557,#15 Pick in 2021 Draft,Washington Wizards,Wizards
15,1610612764,2021,00,Tomas Satoransky,Tomas,tomas-satoransky,31,G,6-7,210,"OCT 30, 1991",30.0,5,                                   ,203107,,Washington Wizards,Wizards
16,1610612764,2021,00,Kyle Kuzma,Kyle,kyle-kuzma,33,F,6-9,221,"JUL 24, 1995",26.0,4,Utah,1628398,Traded from LAL on 08/06/21,Washington Wizards,Wizards
0,1610612765,2021,00,Cade Cunningham,Cade,cade-cunningham,2,G,6-6,220,"SEP 25, 2001",20.0,R,Oklahoma State,1630595,#1 Pick in 2021 Draft,Detroit Pistons,Pistons
1,1610612765,2021,00,Carsen Edwards,Carsen,carsen-edwards,4,G,5-11,200,"MAR 12, 1998",24.0,2,Purdue,1629035,,Detroit Pistons,Pistons
2,1610612765,2021,00,Frank Jackson,Frank,frank-jackson,5,G,6-3,205,"MAY 04, 1998",24.0,3,Duke,1628402,,Detroit Pistons,Pistons
3,1610612765,2021,00,Hamidou Diallo,Hamidou,hamidou-diallo,6,G,6-5,202,"JUL 31, 1998",23.0,3,Kentucky,1628977,,Detroit Pistons,Pistons
4,1610612765,2021,00,Killian Hayes,Killian,killian-hayes,7,G,6-5,195,"JUL 27, 2001",20.0,1,Ratiopharm Ulm,1630165,#7 Pick in 2020 Draft,Detroit Pistons,Pistons
5,1610612765,2021,00,Jerami Grant,Jerami,jerami-grant,9,F,6-8,210,"MAR 12, 1994",28.0,7,Syracuse,203924,,Detroit Pistons,Pistons
6,1610612765,2021,00,Isaiah Livers,Isaiah,isaiah-livers,12,F,6-6,232,"JUL 28, 1998",23.0,R,Michigan,1630587,#42 Pick in 2021 Draft,Detroit Pistons,Pistons
7,1610612765,2021,00,Kelly Olynyk,Kelly,kelly-olynyk,13,F-C,6-11,240,"APR 19, 1991",31.0,8,Gonzaga,203482,,Detroit Pistons,Pistons
8,1610612765,2021,00,Rodney McGruder,Rodney,rodney-mcgruder,17,G,6-4,205,"JUL 29, 1991",30.0,5,Kansas State,203585,,Detroit Pistons,Pistons
9,1610612765,2021,00,Braxton Key,Braxton,braxton-key,17,F,6-8,225,"FEB 14, 1997",25.0,R,Virginia,1630296,,Detroit Pistons,Pistons
10,1610612765,2021,00,Cory Joseph,Cory,cory-joseph,18,G,6-3,200,"AUG 20, 1991",30.0,10,Texas,202709,,Detroit Pistons,Pistons
11,1610612765,2021,00,Jamorko Pickett,Jamorko,jamorko-pickett,24,F,6-9,206,"DEC 24, 1997",24.0,R,Georgetown,1630691,,Detroit Pistons,Pistons
12,1610612765,2021,00,Isaiah Stewart,Isaiah,isaiah-stewart,28,F-C,6-8,250,"MAY 22, 2001",21.0,1,Washington,1630191,Draft Rights Traded from HOU on 11/24/20,Detroit Pistons,Pistons
13,1610612765,2021,00,Marvin Bagley III,Marvin,marvin-bagley-iii,35,F,6-11,235,"MAR 14, 1999",23.0,3,Duke,1628963,Traded from SAC on 02/10/22,Detroit Pistons,Pistons
14,1610612765,2021,00,Saben Lee,Saben,saben-lee,38,G,6-2,183,"JUN 23, 1999",23.0,1,Vanderbilt,1630240,,Detroit Pistons,Pistons
15,1610612765,2021,00,Saddiq Bey,Saddiq,saddiq-bey,41,F,6-7,215,"APR 09, 1999",23.0,1,Villanova,1630180,,Detroit Pistons,Pistons
16,1610612765,2021,00,Luka Garza,Luka,luka-garza,55,C,6-10,243,"DEC 27, 1998",23.0,R,Iowa,1630568,,Detroit Pistons,Pistons
0,1610612766,2021,00,Miles Bridges,Miles,miles-bridges,0,F,6-7,225,"MAR 21, 1998",24.0,3,Michigan State,1628970,Draft Rights Traded from LAC on 06/21/18,Charlotte Hornets,Hornets
1,1610612766,2021,00,LaMelo Ball,LaMelo,lamelo-ball,2,G,6-7,180,"AUG 22, 2001",20.0,1,Illawarra,1630163,#3 Pick in 2020 Draft,Charlotte Hornets,Hornets
2,1610612766,2021,00,Terry Rozier,Terry,terry-rozier,3,G,6-1,190,"MAR 17, 1994",28.0,6,Louisville,1626179,Traded from BOS on 07/06/19,Charlotte Hornets,Hornets
3,1610612766,2021,00,Isaiah Thomas,Isaiah,isaiah-thomas,4,G,5-9,185,"FEB 07, 1989",33.0,10,Washington,202738,,Charlotte Hornets,Hornets
4,1610612766,2021,00,James Bouknight,James,james-bouknight,5,G,6-4,190,"SEP 18, 2000",21.0,R,Connecticut,1630547,#11 Pick in 2021 Draft,Charlotte Hornets,Hornets
5,1610612766,2021,00,Jalen McDaniels,Jalen,jalen-mcdaniels,6,F-C,6-9,205,"JAN 31, 1998",24.0,2,San Diego State,1629667,,Charlotte Hornets,Hornets
6,1610612766,2021,00,Montrezl Harrell,Montrezl,montrezl-harrell,8,F-C,6-7,240,"JAN 26, 1994",28.0,6,Louisville,1626149,,Charlotte Hornets,Hornets
7,1610612766,2021,00,Cody Martin,Cody,cody-martin,11,F,6-6,205,"SEP 28, 1995",26.0,2,Nevada,1628998,#36 Pick in 2019 Draft,Charlotte Hornets,Hornets
8,1610612766,2021,00,Kelly Oubre Jr.,Kelly,kelly-oubre-jr,12,F-G,6-6,203,"DEC 09, 1995",26.0,6,Kansas,1626162,Signed on 08/07/21,Charlotte Hornets,Hornets
9,1610612766,2021,00,Nick Richards,Nick,nick-richards,14,C,7-0,245,"NOV 29, 1997",24.0,1,Kentucky,1630208,Draft Rights Traded from NOP on 11/19/20,Charlotte Hornets,Hornets
10,1610612766,2021,00,Scottie Lewis,Scottie,scottie-lewis,16,G,6-5,185,"MAR 12, 2000",22.0,R,Florida,1630575,,Charlotte Hornets,Hornets
11,1610612766,2021,00,Gordon Hayward,Gordon,gordon-hayward,20,F,6-7,225,"MAR 23, 1990",32.0,11,Butler,202330,Traded from BOS on 11/29/20,Charlotte Hornets,Hornets
12,1610612766,2021,00,JT Thor,JT,jt-thor,21,F,6-9,203,"AUG 26, 2002",19.0,R,Auburn,1630550,Draft Rights Traded from DET on 08/06/21,Charlotte Hornets,Hornets
13,1610612766,2021,00,Kai Jones,Kai,kai-jones,23,C-F,6-10,221,"JAN 19, 2001",21.0,R,Texas,1630539,Draft Rights Traded from NYK on 07/30/21,Charlotte Hornets,Hornets
14,1610612766,2021,00,Mason Plumlee,Mason,mason-plumlee,24,F-C,6-11,254,"MAR 05, 1990",32.0,8,Duke,203486,,Charlotte Hornets,Hornets
15,1610612766,2021,00,P.J. Washington,P.J.,pj-washington,25,F,6-7,230,"AUG 23, 1998",23.0,2,Kentucky,1629023,#12 Pick in 2019 Draft,Charlotte Hornets,Hornets
16,1610612766,2021,00,Arnoldas Kulboka,Arnoldas,arnoldas-kulboka,98,F,6-10,209,"JAN 04, 1998",24.0,R,                                   ,1629083,,Charlotte Hornets,Hornets
